rank,id,model,feature_group,architecture,variant,n,MAE,RMSE,nMAE,nMAE_pct,Bias,R2,feature_count,training_time,mean_fold_MAE,std_fold_MAE,D1_D2_strategy,turbine_strategy,MAE_D1,MAE_D2,MAE_turbine_1,MAE_turbine_2
36,XGBoost__CORE__global__default,XGBoost,CORE,global,default,11552,0.1609813301970423,0.23226176668292625,0.1609813301970423,16.098133019704232,0.03789266734539059,0.5904572842899785,21,8.402048500000092,0.1605805829393393,0.019196867361298595,combined,global,0.15252230444785345,0.16944035594623116,0.15929752892149637,0.16266863331232936
37,CatBoost__Full206__global__default,CatBoost,Full206,global,default,11552,0.16159006418415459,0.23745915042474355,0.16159006418415459,16.15900641841546,0.041941754634389206,0.5719233149941682,206,106.68232540000463,0.16116306113552686,0.02022588203938789,combined,global,0.15331015833050524,0.16986997003780394,0.160745925438044,0.16243595850478046
38,XGBoost__Simple__global__default,XGBoost,Simple,global,default,11552,0.16190384495963386,0.22954928240196804,0.16190384495963386,16.190384495963386,0.023861530432654016,0.5999671701628808,10,5.872680199998285,0.16141762860306066,0.019448995918482766,combined,global,0.15474280243221772,0.16906488748705006,0.16068514100047088,0.16312508348508975
39,XGBoost__All_Disagreement__global__default,XGBoost,All_Disagreement,global,default,11552,0.16209646635273395,0.23212354148650377,0.16209646635273395,16.209646635273394,0.036900803129551234,0.5909445989119966,17,8.126045999997586,0.16165586547290817,0.019756621441184417,combined,global,0.15368485988924438,0.17050807281622354,0.1605801687426749,0.16361591744135814
40,XGBoost__All__global__default,XGBoost,All,global,default,11552,0.16281674383580289,0.23290614342329685,0.16281674383580289,16.281674383580288,0.03835373893233554,0.5881816977402479,16,8.5174865999943,0.16237279255326573,0.019958429629677855,combined,global,0.1540282684919981,0.17160521917960767,0.16132409685734125,0.16431249510607412
41,XGBoost__Weighted__global__default,XGBoost,Weighted,global,default,11552,0.16526047984357847,0.23430491258766148,0.16526047984357847,16.52604798435785,0.03004713236497902,0.5832203128851476,13,7.125200499998755,0.1647423972032963,0.020329889412564292,combined,global,0.15696700696898358,0.17355395271817337,0.1639832872635509,0.16654032863001167
42,CatBoost__ECMWF__global__default,CatBoost,ECMWF,global,default,11552,0.1657820691273609,0.24825442350944604,0.1657820691273609,16.57820691273609,-0.007477646672911607,0.5321164817834525,11,8.044810999999754,0.16553109505659144,0.012925850794391604,combined,global,0.15880696168426525,0.17275717657045656,0.16545342601920043,0.16611139572205477
43,LightGBM__ECMWF__global__default,LightGBM,ECMWF,global,default,11552,0.16875848159050247,0.2495346072291617,0.16875848159050247,16.875848159050246,-0.00797818052369225,0.5272785317604533,11,3.442583400003059,0.16849438799658323,0.012887617263203152,combined,global,0.16143075873666396,0.17608620444434095,0.1683992221344591,0.16911848820659306
44,CatBoost__GFS__global__default,CatBoost,GFS,global,default,11552,0.17265271287524767,0.2520683848362447,0.17265271287524767,17.265271287524765,-0.013002910636261631,0.5176297525758858,11,13.018706799997744,0.17200955284261454,0.02323340591421301,combined,global,0.1634381156918928,0.18186731005860257,0.17233617372646826,0.17296991033768142
45,XGBoost__ECMWF__global__default,XGBoost,ECMWF,global,default,11552,0.17326423610406502,0.24327808993093297,0.17326423610406502,17.3264236104065,0.0031907166365188182,0.5506862075684213,11,6.775756900002307,0.17304401736723668,0.011287024851098747,combined,global,0.16629545465279208,0.18023301755533802,0.17253783219919183,0.17399215072763122
46,LightGBM__GFS__global__default,LightGBM,GFS,global,default,11552,0.17570625312003277,0.2511538299783566,0.17570625312003277,17.570625312003276,-0.006714041683659734,0.5211236755087418,11,2.972744899998361,0.17503385058621002,0.023762484328286128,combined,global,0.1675726701792506,0.183839836060815,0.17505673560993365,0.17635712144644405
47,XGBoost__GFS__global__default,XGBoost,GFS,global,default,11552,0.18467520339251114,0.2541184797857459,0.18467520339251114,18.467520339251113,0.003896697645652808,0.5097515235408803,11,7.005167200000869,0.18395050147581127,0.024769177638738142,combined,global,0.17654727191532357,0.19280313486969872,0.18374498639619463,0.1856073549822342
48,LightGBM__ICON__global__default,LightGBM,ICON,global,default,11552,0.18878094373081303,0.2654197152850333,0.18878094373081303,18.878094373081304,0.042869927203405794,0.46517695359970546,11,3.538744099998439,0.1888230661696935,0.0200895957293149,combined,global,0.1803139246509089,0.19724796281071713,0.18796019347314769,0.18960340092142322
49,CatBoost__ICON__global__default,CatBoost,ICON,global,default,11552,0.18893559557500977,0.2759029075841674,0.18893559557500977,18.89355955750098,0.05674470372454987,0.42209518880849684,11,5.7175955000057,0.18894793562349532,0.019661929631831634,combined,global,0.17933296758856926,0.19853822356145026,0.18797280700134458,0.1899003864819304
50,XGBoost__ICON__global__default,XGBoost,ICON,global,default,11552,0.19296066999253544,0.2664133915454659,0.19296066999253544,19.296066999253544,0.060835796527973864,0.46116492482905935,11,7.037392199996248,0.19301553424134804,0.020426555441279783,combined,global,0.18423316250117933,0.20168817748389156,0.19174451237458937,0.19417935688109075
51,HistoricalMedian__Baseline__global__default,HistoricalMedian,Baseline,global,default,11552,0.300859735687904,0.3848757654432443,0.300859735687904,30.085973568790397,-0.13607326292705446,-0.12456583901123142,0,0.6361572999994678,0.30044728916336166,0.034306296295958764,combined,global,0.300859735687904,0.300859735687904,0.3024674276490257,0.29924870017331023
52,HistoricalMean__Baseline__global__default,HistoricalMean,Baseline,global,default,11552,0.3182755152739543,0.3603878325463492,0.3182755152739543,31.827551527395432,0.0003940425818521747,0.013983925157120436,0,0.6072343000014371,0.31814787511094633,0.016662402206684548,combined,global,0.3182755152739543,0.3182755152739543,0.3195077614638791,0.3170407063536519
53,Persistence__Baseline__global__default,Persistence,Baseline,global,default,11552,0.34889297668513386,0.4550811406731928,0.34889297668513386,34.889297668513386,-0.18484605840258536,-0.5722493776209603,0,0.3062714000006963,0.34845379709524593,0.04693481043690177,combined,global,0.34660866805170826,0.3511772853185596,0.350430070333218,0.3473526863084922
