horizon_bucket,n,MAE,RMSE,nMAE,nMAE_pct,Bias,R2,scope,turbine_id,target_hour,fold,wind_regime,power_regime,disagreement_regime,lead_hours
,4592,0.14948197311520997,0.2326686308963716,0.14948197311520997,14.948197311520998,0.01913404473136589,0.6250391053976287,disagreement_regime,,,,,,<1,
,4594,0.15213163618393347,0.22565532337765395,0.15213163618393347,15.213163618393347,0.007122081873984928,0.5934994104781839,disagreement_regime,,,,,,1-2,
,1744,0.14036414657964297,0.212961207331629,0.14036414657964297,14.036414657964297,0.0065714581641457305,0.5277569527789266,disagreement_regime,,,,,,2-3,
,622,0.175208986746248,0.2523675162637803,0.175208986746248,17.5208986746248,-0.013249219810214536,0.45522812773602395,disagreement_regime,,,,,,>=3,
,242,0.13752213846381964,0.19818646220361844,0.13752213846381964,13.752213846381963,0.016104463004267006,0.6183113228704412,lead_hours,,,,,,,1.0
,242,0.13288200592471663,0.199555823738192,0.13288200592471663,13.288200592471663,0.003122977229522027,0.6228984124614828,lead_hours,,,,,,,2.0
,242,0.14618157052890465,0.21649519867095884,0.14618157052890465,14.618157052890465,0.012480689668875227,0.5846092460363188,lead_hours,,,,,,,3.0
,242,0.12376036951535146,0.1949235234335595,0.12376036951535146,12.376036951535147,0.01478379561381419,0.6694626547985371,lead_hours,,,,,,,4.0
,242,0.12246677548751457,0.19354236824243679,0.12246677548751457,12.246677548751457,0.02848733381070528,0.6863517403997559,lead_hours,,,,,,,5.0
,241,0.13187183521029308,0.20469622868686374,0.13187183521029308,13.187183521029308,0.051548316510151106,0.6345051258855122,lead_hours,,,,,,,6.0
,239,0.14426314527930625,0.22014349416953982,0.14426314527930625,14.426314527930625,0.050746555086817295,0.5602166313944819,lead_hours,,,,,,,7.0
,239,0.16362378656386184,0.24347595198083705,0.16362378656386184,16.362378656386184,0.046199548371076184,0.5057809387857221,lead_hours,,,,,,,8.0
,239,0.16952825933239785,0.2568880657936677,0.16952825933239785,16.952825933239783,0.0642670774488984,0.49053555126757875,lead_hours,,,,,,,9.0
,236,0.15359848310858842,0.23931538787883908,0.15359848310858842,15.359848310858842,0.07327340947080765,0.6065935634119362,lead_hours,,,,,,,10.0
,240,0.1320627493806595,0.2127651221686968,0.1320627493806595,13.20627493806595,0.0573816196273325,0.709661997200437,lead_hours,,,,,,,11.0
,240,0.14226471800272783,0.21901102584128157,0.14226471800272783,14.226471800272783,0.02384469403003954,0.6889818253299579,lead_hours,,,,,,,12.0
,240,0.12959477987913468,0.2015185824810351,0.12959477987913468,12.959477987913468,-0.0052527884906027385,0.7371727391690386,lead_hours,,,,,,,13.0
,240,0.13741978025810922,0.2170993939057027,0.13741978025810922,13.741978025810923,-0.0026205011738176668,0.6844202060443243,lead_hours,,,,,,,14.0
,239,0.12181361162522504,0.20433867605543035,0.12181361162522504,12.181361162522505,-0.005651500594696077,0.716869054506126,lead_hours,,,,,,,15.0
,241,0.14143595078171017,0.2281860454836034,0.14143595078171017,14.143595078171018,0.0044049287747199885,0.6335336565001328,lead_hours,,,,,,,16.0
,242,0.1642213678716488,0.24988219393897623,0.1642213678716488,16.422136787164877,-0.0018249491322844455,0.5683989621875656,lead_hours,,,,,,,17.0
,242,0.165805542535485,0.2448297557414273,0.165805542535485,16.5805542535485,-0.013282004416167312,0.5442401219180737,lead_hours,,,,,,,18.0
,240,0.15898380132715176,0.24095978031327353,0.15898380132715176,15.898380132715175,-0.03481810073972751,0.5573146558209445,lead_hours,,,,,,,19.0
,242,0.1543651059619781,0.2145494377353435,0.1543651059619781,15.436510596197811,-0.03318420567411339,0.6374398793102709,lead_hours,,,,,,,20.0
,242,0.14717766279725944,0.20324603537981292,0.14717766279725944,14.717766279725945,-0.01879189706001822,0.6533979498185234,lead_hours,,,,,,,21.0
,240,0.1416793339454618,0.20033124970352695,0.1416793339454618,14.16793339454618,-0.00224322079863624,0.6647309213229405,lead_hours,,,,,,,22.0
,242,0.1296041889756772,0.1953795639257719,0.1296041889756772,12.960418897567719,-0.0038419650739860275,0.6678889938429253,lead_hours,,,,,,,23.0
,242,0.1244739720741617,0.1782355762110356,0.1244739720741617,12.44739720741617,0.0018467903522527559,0.7090371988882663,lead_hours,,,,,,,24.0
,242,0.14533202312338186,0.20811872947894336,0.14533202312338186,14.533202312338187,0.026072800721928982,0.579095432863918,lead_hours,,,,,,,25.0
,242,0.14819356902327946,0.21645273869795906,0.14819356902327946,14.819356902327947,0.014064466477754117,0.556334439503733,lead_hours,,,,,,,26.0
,242,0.15145182811071456,0.22932216943602704,0.15145182811071456,15.145182811071455,0.017812814987516575,0.5339286894641788,lead_hours,,,,,,,27.0
,242,0.14066739108013065,0.21568168591171527,0.14066739108013065,14.066739108013065,0.012478877756720247,0.5953136390899001,lead_hours,,,,,,,28.0
,242,0.15165921249954978,0.23284870087496307,0.15165921249954978,15.165921249954978,0.014155973834878878,0.5460182248622176,lead_hours,,,,,,,29.0
,241,0.15164489955377677,0.23447091480439497,0.15164489955377677,15.164489955377677,0.032055934351605656,0.5204437409437269,lead_hours,,,,,,,30.0
,239,0.15533890812987441,0.2337655277328578,0.15533890812987441,15.533890812987442,0.03749099680164202,0.5041069436844154,lead_hours,,,,,,,31.0
,239,0.18071629751789267,0.27255456417436547,0.18071629751789267,18.071629751789267,0.034827659163861345,0.38068119888071816,lead_hours,,,,,,,32.0
,239,0.17846143670829695,0.2746964881620063,0.17846143670829695,17.846143670829694,0.051892910550089294,0.4174512958396809,lead_hours,,,,,,,33.0
,236,0.1678970925968975,0.2625194164060927,0.1678970925968975,16.78970925968975,0.06056692185505856,0.5266056475489691,lead_hours,,,,,,,34.0
,240,0.15959359951878907,0.24859555465097244,0.15959359951878907,15.959359951878907,0.05431263630553719,0.6036400840872893,lead_hours,,,,,,,35.0
,240,0.15988015047201276,0.23719610056010526,0.15988015047201276,15.988015047201277,0.010606958895076032,0.6351881813576761,lead_hours,,,,,,,36.0
,240,0.1422524694769681,0.22279566780226848,0.1422524694769681,14.22524694769681,-0.012944272705404759,0.6787421907848792,lead_hours,,,,,,,37.0
,240,0.14876384105737195,0.23084623682500385,0.14876384105737195,14.876384105737195,-0.013628836178057773,0.643189550369768,lead_hours,,,,,,,38.0
,239,0.1440476348729084,0.22453728816704974,0.1440476348729084,14.40476348729084,-0.025093606085398183,0.6581283128568177,lead_hours,,,,,,,39.0
,241,0.1585695937050979,0.24348084292330482,0.1585695937050979,15.85695937050979,-0.02590077960663689,0.5827603963991228,lead_hours,,,,,,,40.0
,242,0.16912534098658769,0.25953312602136436,0.16912534098658769,16.912534098658767,-0.011790886685354569,0.5344166347245214,lead_hours,,,,,,,41.0
,242,0.17530878122126164,0.2655513943062633,0.17530878122126164,17.530878122126165,-0.018659826828916,0.46382709463812466,lead_hours,,,,,,,42.0
,240,0.18915262018152093,0.2740701375143419,0.18915262018152093,18.91526201815209,-0.036448826194645116,0.42729699424283907,lead_hours,,,,,,,43.0
,242,0.17565702048145637,0.25093386225354747,0.17565702048145637,17.56570204814564,-0.03557475395439972,0.5040432407378459,lead_hours,,,,,,,44.0
,242,0.16863181491654375,0.23204513543319044,0.16863181491654375,16.863181491654373,-0.014190379265734479,0.5482149054583185,lead_hours,,,,,,,45.0
,240,0.15257522137192597,0.21743773810081904,0.15257522137192597,15.257522137192597,0.001690166358426548,0.6050283322015719,lead_hours,,,,,,,46.0
,242,0.15112243977047196,0.2224837282619458,0.15112243977047196,15.112243977047196,0.003663507947372897,0.5693529231757157,lead_hours,,,,,,,47.0
,242,0.14447711709137967,0.20814947196103895,0.14447711709137967,14.447711709137966,0.014198699701100164,0.6031747422020091,lead_hours,,,,,,,48.0
